state,district,totalHouseholds,prcntBA,prcntHS,prcntAsian,prcntBlack,prcntHisp,prcntWhiteAll,lastName,firstName,middleName,age,gender,numberTerms,daysServed,fracServed,cd,statenm,dwnom1,dwnom2,black,hispanic,numSpon,numCosp,numPassH,numEnact,passPrcnt,congNum,partyControl
OH,17.0,181813.0,10.56038849,66.68574828,0.288455752,10.71673296,1.26372464,88.43168199,Traficant,James,A.,43.0,M,1.0,653.0,1.0,17.0, OHIO   ,-0.296999991,-0.181999996,0.0,0.0,24.0,246.0,0.0,0.0,0.0,99.0,D
OH,18.0,183744.0,7.639338321,62.31231717,0.231917444,2.001649882,0.37022554,97.5767351,Applegate,Douglas,Earl,56.0,M,5.0,653.0,1.0,18.0, OHIO   ,-0.108999997,0.204999998,0.0,0.0,12.0,180.0,2.0,1.0,8.333333333,99.0,D
OH,1.0,185799.0,16.29271987,64.46457311,0.576519205,16.30038725,0.583476504,82.82601065,Luken,Thomas,Andrew,59.0,M,6.0,653.0,1.0,1.0, OHIO   ,-0.173999995,-0.015,0.0,0.0,11.0,147.0,0.0,0.0,0.0,99.0,D
OH,2.0,188256.0,18.46258733,64.14413699,0.467286086,16.14177973,0.681924625,83.1386308,Gradison,Willis,David,56.0,M,6.0,653.0,1.0,2.0, OHIO   ,0.174999997,-0.193000004,0.0,0.0,8.0,66.0,0.0,0.0,0.0,99.0,D
OH,6.0,176099.0,11.23070098,60.77693024,0.276590785,2.039662808,0.520225489,97.41609044,McEwen,Bob, ,34.0,M,3.0,653.0,1.0,6.0, OHIO   ,0.307000011,0.196999997,0.0,0.0,19.0,159.0,1.0,0.0,0.0,99.0,D
OH,8.0,175847.0,11.38673908,65.23124953,0.311089554,2.838180837,0.563470809,96.58853391,Kindness,Thomas,Norman,55.0,M,6.0,653.0,1.0,8.0, OHIO   ,0.354000002,-0.077,0.0,0.0,17.0,277.0,1.0,1.0,5.882352941,99.0,D
OH,9.0,186719.0,13.64292419,66.99469436,0.535458564,12.5291856,2.606541053,85.40564099,Kaptur,Marcy, ,38.0,F,2.0,653.0,1.0,9.0, OHIO   ,-0.287,0.150999993,0.0,0.0,14.0,625.0,0.0,0.0,0.0,99.0,D
OH,19.0,187779.0,21.29382011,77.72752574,0.992141339,1.511714182,0.560994839,97.30113471,Feighan,Edward,Farrell,37.0,M,2.0,653.0,1.0,19.0, OHIO   ,-0.272000015,-0.254000008,0.0,0.0,10.0,253.0,1.0,1.0,10.0,99.0,D
OH,20.0,195057.0,9.801389638,60.64722866,0.871990611,2.487508929,3.160986091,94.9025531,Oakar,Mary,Rose,44.0,F,5.0,653.0,1.0,20.0, OHIO   ,-0.377000004,0.064999998,0.0,0.0,45.0,273.0,6.0,2.0,4.444444444,99.0,D
OH,3.0,191669.0,14.15474905,67.48329105,0.475976248,18.33209665,0.68985391,80.81566437,Hall,Tony,P.,42.0,M,4.0,653.0,1.0,3.0, OHIO   ,-0.286000013,0.086999997,0.0,0.0,6.0,100.0,0.0,0.0,0.0,99.0,D
OH,7.0,177005.0,12.46580154,67.23500841,0.349865264,5.370714736,0.592002216,93.93404269,DeWine,Michael, ,37.0,M,2.0,653.0,1.0,7.0, OHIO   ,0.330000013,-0.208000004,0.0,0.0,2.0,183.0,0.0,0.0,0.0,99.0,D
OH,10.0,177915.0,10.35704663,64.31238937,0.25552883,2.163815014,0.4377786,97.28033188,Miller,Clarence,E.,67.0,M,10.0,653.0,1.0,10.0, OHIO   ,0.35800001,-0.310000002,0.0,0.0,4.0,73.0,0.0,0.0,0.0,99.0,D
OH,21.0,195587.0,15.30701297,61.53513,0.528411091,62.39451713,1.065404023,36.54496551,Stokes,Louis, ,59.0,M,9.0,653.0,1.0,21.0, OHIO   ,-0.549000025,-0.296000004,1.0,0.0,3.0,326.0,0.0,0.0,0.0,99.0,D
OK,6.0,189444.0,11.87394542,64.11108754,0.422170829,9.808760393,2.753681081,84.93687323,English,Glenn,Lee,44.0,M,6.0,653.0,1.0,6.0, OKLAHOM,-0.021,0.643000007,0.0,0.0,20.0,131.0,2.0,1.0,5.0,99.0,D
OK,2.0,179562.0,11.90665995,58.82317624,0.19386868,4.498387068,0.849783198,83.48630939,Synar,Michael,Lynn,34.0,M,4.0,653.0,1.0,2.0, OKLAHOM,-0.27700001,-0.033,0.0,0.0,13.0,140.0,0.0,0.0,0.0,99.0,D
OK,4.0,174682.0,15.90353138,68.86146699,0.935040442,6.320239465,3.210807862,87.85556795,McCurdy,David,Keith,34.0,M,3.0,653.0,1.0,4.0, OKLAHOM,-0.104999997,0.397000015,0.0,0.0,5.0,104.0,0.0,0.0,0.0,99.0,D
OK,5.0,196167.0,22.15648641,75.41304735,0.835877901,6.098009767,2.05103128,88.97822779,Edwards,Marvin,Henry,47.0,M,5.0,653.0,1.0,5.0, OKLAHOM,0.34799999,0.011,0.0,0.0,11.0,199.0,0.0,0.0,0.0,99.0,D
OK,1.0,193867.0,17.09513425,72.76646361,0.545489928,9.495337421,1.611581156,84.28365476,Jones,James,Robert,45.0,M,7.0,653.0,1.0,1.0, OKLAHOM,-0.089000002,0.234999999,0.0,0.0,18.0,93.0,2.0,1.0,5.555555556,99.0,D
OK,3.0,184469.0,11.43632441,55.88552552,0.325746469,4.442213727,0.992131168,87.11456476,Watkins,Wes, ,46.0,M,5.0,653.0,1.0,3.0, OKLAHOM,-0.141000003,0.796999991,0.0,0.0,13.0,110.0,1.0,1.0,7.692307692,99.0,D
OR,5.0,187253.0,18.95536375,76.59876695,1.053228797,0.535562655,3.019146922,96.10312961,Smith,Dennis,Alan,46.0,M,3.0,653.0,1.0,5.0, OREGON ,0.573000014,-0.061000001,0.0,0.0,6.0,111.0,0.0,0.0,0.0,99.0,D
OR,2.0,194329.0,13.63084617,72.74591398,0.682659944,0.220592562,3.437452558,95.33452425,Smith,Robert,Freeman,53.0,M,2.0,653.0,1.0,2.0, OREGON ,0.319999993,-0.129999995,0.0,0.0,9.0,93.0,1.0,1.0,11.11111111,99.0,D
OR,3.0,209985.0,16.91530806,75.41742828,2.403693061,5.512133826,1.951292667,90.44300334,Wyden,Ron, ,35.0,M,3.0,653.0,1.0,3.0, OREGON ,-0.294,-0.361000001,0.0,0.0,35.0,159.0,2.0,0.0,0.0,99.0,D
OR,1.0,206700.0,23.78930847,80.1908187,1.60322203,0.543593954,2.183347255,96.0543822,AuCoin,Les, ,42.0,M,6.0,653.0,1.0,1.0, OREGON ,-0.246999994,-0.435000002,0.0,0.0,8.0,114.0,0.0,0.0,0.0,99.0,D
OR,4.0,194483.0,15.85993292,73.14460867,0.78628162,0.325351355,1.972594517,96.92960355,Weaver,James,Howard,57.0,M,6.0,653.0,1.0,4.0, OREGON ,-0.294,-0.680000007,0.0,0.0,22.0,331.0,3.0,1.0,4.545454545,99.0,D
PA,21.0,178711.0,12.54278786,68.78457541,0.306659981,3.636360116,0.529580845,95.78400606,Ridge,Thomas,Joseph,39.0,M,2.0,653.0,1.0,21.0, PENNSYL,0.119999997,-0.565999985,0.0,0.0,5.0,112.0,0.0,0.0,0.0,99.0,D
PA,23.0,177220.0,12.45342978,66.11525258,0.379950258,0.59260609,0.417968985,98.84018245,Clinger,William,Floyd,55.0,M,4.0,653.0,1.0,23.0, PENNSYL,0.130999997,-0.160999998,0.0,0.0,7.0,261.0,0.0,0.0,0.0,99.0,D
PA,5.0,172923.0,20.81557568,71.18971398,0.662887792,11.15479478,1.566912883,87.38359197,Schulze,Richard,Taylor,55.0,M,6.0,653.0,1.0,5.0, PENNSYL,0.222000003,0.097000003,0.0,0.0,28.0,75.0,0.0,0.0,0.0,99.0,D
PA,22.0,182241.0,9.123140294,60.35479401,0.171841991,3.435674786,0.577361377,96.22141792,Murphy,Austin,John,57.0,M,5.0,653.0,1.0,22.0, PENNSYL,-0.083999999,-0.31099999,0.0,0.0,9.0,312.0,2.0,0.0,0.0,99.0,D
PA,4.0,176715.0,10.24711404,65.21306108,0.165871904,2.713897156,0.312503637,96.96250713,Kolter,Joseph,Paul,58.0,M,2.0,653.0,1.0,4.0, PENNSYL,-0.287,0.407999992,0.0,0.0,10.0,446.0,0.0,0.0,0.0,99.0,D
PA,6.0,189110.0,9.310190876,57.17850394,0.379003038,1.557692792,1.86487686,96.92106074,Yatron,Gus, ,57.0,M,9.0,653.0,1.0,6.0, PENNSYL,-0.152999997,0.158000007,0.0,0.0,8.0,163.0,2.0,0.0,0.0,99.0,D
PA,3.0,188224.0,9.116582451,59.48462249,0.799702292,7.552786941,1.163103858,91.25909501,Borski,Robert,A.,36.0,M,2.0,653.0,1.0,3.0, PENNSYL,-0.398000002,0.349999994,0.0,0.0,3.0,212.0,0.0,0.0,0.0,99.0,D
PA,8.0,169442.0,19.12972167,75.26951337,0.66116502,2.359645134,1.07354042,96.50571288,Kostmayer,Peter,Houston,38.0,M,4.0,653.0,1.0,8.0, PENNSYL,-0.298999995,-0.56400001,0.0,0.0,12.0,248.0,1.0,0.0,0.0,99.0,D
PA,7.0,180310.0,19.13786534,72.59371233,0.874136383,5.883744515,0.689806261,93.01796168,Edgar,Robert,William,41.0,M,6.0,653.0,1.0,7.0, PENNSYL,-0.377000004,-0.660000026,0.0,0.0,18.0,254.0,2.0,1.0,5.555555556,99.0,D
PA,9.0,179860.0,8.356678748,60.03395697,0.193228467,0.900374817,0.330935698,98.78611393,Shuster,Elmer,Greinert,52.0,M,7.0,653.0,1.0,9.0, PENNSYL,0.382999986,0.236000001,0.0,0.0,1.0,36.0,0.0,0.0,0.0,99.0,D
PA,1.0,184836.0,9.684314702,44.79614095,1.771200915,32.07692517,9.840806487,59.31490221,Foglietta,Thomas,Michael,56.0,M,3.0,653.0,1.0,1.0, PENNSYL,-0.463,-0.006,0.0,0.0,9.0,215.0,3.0,2.0,22.22222222,99.0,D
PA,10.0,182620.0,10.51823344,64.45704138,0.271463887,0.417965127,0.469115587,99.17338373,McDade,Joseph,Michael,53.0,M,12.0,653.0,1.0,10.0, PENNSYL,0.112999998,-0.199000001,0.0,0.0,11.0,121.0,1.0,0.0,0.0,99.0,D
PA,11.0,187985.0,9.141435416,60.53106088,0.224001303,0.521700005,0.431086306,99.13967984,Kanjorski,Paul,E.,47.0,M,1.0,653.0,1.0,11.0, PENNSYL,-0.284000009,0.342999995,0.0,0.0,8.0,176.0,0.0,0.0,0.0,99.0,D
PA,12.0,179448.0,10.90077269,65.22061656,0.259051785,1.178336601,0.409813025,98.45480264,Murtha,John,P.,52.0,M,7.0,653.0,1.0,12.0, PENNSYL,-0.261999995,0.644999981,0.0,0.0,5.0,86.0,1.0,1.0,20.0,99.0,D
PA,13.0,184421.0,27.43220052,76.27531906,1.292507348,6.321712762,0.806398308,92.1574272,Coughlin,Robert,Lawrence,55.0,M,9.0,653.0,1.0,13.0, PENNSYL,0.163000003,-0.769999981,0.0,0.0,4.0,83.0,0.0,0.0,0.0,99.0,D
PA,15.0,187490.0,13.2372337,63.3006967,0.51090824,1.554271383,2.679803376,96.97259692,Ritter,Donald,Lawrence,44.0,M,4.0,653.0,1.0,15.0, PENNSYL,0.226999998,-0.041999999,0.0,0.0,9.0,140.0,0.0,0.0,0.0,99.0,D
PA,17.0,186141.0,11.82770552,66.47529955,0.377542888,6.616599089,0.861006226,92.49257809,Gekas,George,W.,54.0,M,2.0,653.0,1.0,17.0, PENNSYL,0.393999994,-0.287,0.0,0.0,23.0,148.0,1.0,1.0,4.347826087,99.0,D
PA,18.0,182333.0,23.89486114,78.80998022,0.629107563,2.318937766,0.445447676,96.92210191,Walgren,Douglas, ,44.0,M,5.0,653.0,1.0,18.0, PENNSYL,-0.250999987,-0.284000009,0.0,0.0,15.0,198.0,0.0,0.0,0.0,99.0,D
PA,2.0,194335.0,13.22171218,55.88046221,0.579735393,80.1380138,1.193388973,18.53024012,Gray,William,Herbert,43.0,M,4.0,653.0,1.0,2.0, PENNSYL,-0.515999973,-0.165999994,1.0,0.0,4.0,123.0,3.0,2.0,50.0,99.0,D
PA,20.0,192389.0,10.62205119,66.37951345,0.346605668,5.595316559,0.458561791,93.90939402,Gaydos,Joseph,Matthew,58.0,M,10.0,653.0,1.0,20.0, PENNSYL,-0.239999995,0.500999987,0.0,0.0,6.0,65.0,0.0,0.0,0.0,99.0,D
PA,14.0,203818.0,13.82237208,61.57463787,0.589045154,21.74471225,0.732053369,77.3860492,Coyne,William,J.,48.0,M,3.0,653.0,1.0,14.0, PENNSYL,-0.481000006,0.030999999,0.0,0.0,7.0,114.0,0.0,0.0,0.0,99.0,D
PA,19.0,184020.0,13.84774129,65.26149,0.554514335,2.331515931,0.757445243,96.75461966,Goodling,William,F.,57.0,M,6.0,653.0,1.0,19.0, PENNSYL,0.286000013,-0.437999994,0.0,0.0,10.0,104.0,0.0,0.0,0.0,99.0,D
PA,16.0,176068.0,12.82634194,61.70844371,0.569510851,2.044133688,2.176122506,96.20047404,Walker,Robert,Smith,42.0,M,5.0,653.0,1.0,16.0, PENNSYL,0.535000026,-0.574999988,0.0,0.0,8.0,103.0,0.0,0.0,0.0,99.0,D
PR,0.0,,,,,,,,Fuster,Jaime,B.,43.0,M,1.0,653.0,1.0,,,,,0.0,1.0,7.0,249.0,0.0,0.0,0.0,99.0,D
RI,2.0,166944.0,14.72202857,63.05216803,0.498155256,3.314387309,2.095684223,94.70869162,Schneider,Claudine, ,37.0,F,3.0,653.0,1.0,2.0, RHODE I,-0.052999999,-0.596000016,0.0,0.0,6.0,156.0,0.0,0.0,0.0,99.0,D
RI,1.0,171396.0,16.13008972,59.1152519,0.561564454,2.474551476,1.896880189,95.7039476,St. Germain,Fernand,Joseph,56.0,M,13.0,653.0,1.0,1.0, RHODE I,-0.335000008,-0.026000001,0.0,0.0,30.0,148.0,5.0,3.0,10.0,99.0,D
SC,2.0,168479.0,19.08235104,62.43612274,0.584824419,34.58846043,1.281835435,64.30638216,Spence,Floyd, ,56.0,M,8.0,653.0,1.0,2.0, SOUTH C,0.289999992,0.26699999,0.0,0.0,4.0,72.0,0.0,0.0,0.0,99.0,D
SC,3.0,178120.0,11.39474621,48.60330695,0.194697151,22.68847686,0.756624557,76.92944684,Derrick,Butler,Carson,48.0,M,6.0,653.0,1.0,3.0, SOUTH C,-0.204999998,0.303000003,0.0,0.0,9.0,92.0,3.0,0.0,0.0,99.0,D
SC,1.0,166831.0,15.5777511,63.13030647,0.858206588,32.31143,1.681710652,66.07863979,Hartnett,Thomas,Forbes,43.0,M,3.0,653.0,1.0,1.0, SOUTH C,0.467999995,0.312000006,0.0,0.0,7.0,131.0,0.0,0.0,0.0,99.0,D
SC,4.0,182287.0,13.87412523,52.65631191,0.302119449,19.30201182,0.738869411,80.13372437,Campbell,Carroll,Ashmore,44.0,M,4.0,653.0,1.0,4.0, SOUTH C,0.268999994,0.159999996,0.0,0.0,9.0,112.0,0.0,0.0,0.0,99.0,D
SC,5.0,169586.0,10.41804888,47.28960911,0.188982439,32.45936974,0.955906687,66.84358913,Spratt,John,McKee,42.0,M,2.0,653.0,1.0,5.0, SOUTH C,-0.182999998,0.296999991,0.0,0.0,1.0,103.0,0.0,0.0,0.0,99.0,D
SC,6.0,165419.0,10.40401037,48.96236034,0.182990018,40.8753472,1.054024281,58.6036128,Tallon,Robert,Mooneyhan,38.0,M,2.0,653.0,1.0,6.0, SOUTH C,-0.120999999,0.418000013,0.0,0.0,7.0,204.0,0.0,0.0,0.0,99.0,D
SD,0.0,243448.0,14.00647707,67.93361898,0.226489086,0.311639714,0.552283835,92.65778571,Daschle,Thomas,A.,37.0,M,4.0,653.0,1.0,1.0, SOUTH D,-0.209999993,-0.136000007,0.0,0.0,23.0,268.0,4.0,0.0,0.0,99.0,D
TN,2.0,185044.0,14.97302498,58.93689191,0.328352825,6.588816009,0.602120357,92.77859022,Duncan,John,James,65.0,M,11.0,653.0,1.0,2.0, TENNESS,0.134000003,0.195999995,0.0,0.0,33.0,173.0,0.0,0.0,0.0,99.0,D
TN,1.0,181649.0,10.51286761,51.31865972,0.182777556,1.926479338,0.538519452,97.68143647,Quillen,James,Henry,68.0,M,12.0,653.0,1.0,1.0, TENNESS,0.230000004,0.268999994,0.0,0.0,40.0,127.0,1.0,1.0,2.5,99.0,D
TN,6.0,175576.0,11.99024949,54.8784367,0.198207919,7.269773879,0.599837829,92.24995309,Gordon,Barton,Jennings,35.0,M,1.0,653.0,1.0,6.0, TENNESS,-0.215000004,0.180000007,0.0,0.0,0.0,86.0,0.0,0.0,,99.0,D
TN,3.0,183274.0,13.90211196,59.20885632,0.348821228,12.34985879,0.721319471,86.95172446,Lloyd,Marilyn,Laird,56.0,F,6.0,653.0,1.0,3.0, TENNESS,-0.057999998,0.51700002,0.0,0.0,14.0,237.0,0.0,0.0,0.0,99.0,D
TN,4.0,177073.0,7.469548682,44.84122763,0.149600641,3.78838167,0.627922276,95.84368691,Cooper,Jim, ,30.0,M,2.0,653.0,1.0,4.0, TENNESS,-0.158000007,0.316000015,0.0,0.0,5.0,88.0,0.0,0.0,0.0,99.0,D
TN,9.0,180575.0,13.29894815,59.03835791,0.308231381,57.21641525,0.910617808,42.23799343,Ford,Harold,Eugene,39.0,M,6.0,653.0,1.0,9.0, TENNESS,-0.414999992,-0.050999999,1.0,0.0,12.0,203.0,1.0,1.0,8.333333333,99.0,D
TN,7.0,170082.0,14.63883081,61.50121906,0.432811907,11.86440678,1.099583909,87.31920672,Sundquist,Donald,Kenneth,48.0,M,2.0,653.0,1.0,7.0, TENNESS,0.319000006,-0.088,0.0,0.0,9.0,110.0,0.0,0.0,0.0,99.0,D
TN,8.0,174799.0,7.849347728,50.59327268,0.246789362,20.0121216,0.888813193,79.39407864,Jones,Ed, ,72.0,M,9.0,653.0,1.0,8.0, TENNESS,-0.270000011,0.845000029,0.0,0.0,5.0,46.0,1.0,0.0,0.0,99.0,D
TN,5.0,190362.0,18.56471421,65.11665676,0.427010711,21.60592567,0.69129347,77.61041152,Boner,William,Hill,39.0,M,4.0,653.0,1.0,5.0, TENNESS,-0.228,0.529999971,0.0,0.0,9.0,117.0,0.0,0.0,0.0,99.0,D
TX,20.0,165413.0,8.622589331,51.16310463,0.520882857,8.680049749,61.70097096,76.13770781,González,Henry,Barbosa,68.0,M,13.0,653.0,1.0,20.0, TEXAS  ,-0.483999997,0.551999986,0.0,1.0,28.0,163.0,1.0,0.0,0.0,99.0,D
TX,21.0,195138.0,22.69847303,70.02604109,0.554761322,2.869494393,19.05481267,89.35720212,Loeffler,Thomas,Gilbert,38.0,M,4.0,653.0,1.0,21.0, TEXAS  ,0.384000003,0.261000007,0.0,0.0,3.0,81.0,0.0,0.0,0.0,99.0,D
TX,2.0,177339.0,10.04863526,53.87474182,0.24098582,15.52848817,3.213737966,82.32979546,Wilson,Charles, ,51.0,M,7.0,653.0,1.0,2.0, TEXAS  ,-0.187999994,0.565999985,0.0,0.0,9.0,279.0,2.0,1.0,11.11111111,99.0,D
TX,22.0,200204.0,27.50946686,77.53109589,2.679102959,9.610421227,13.51456053,81.883056,DeLay,Thomas,Dale,37.0,M,1.0,653.0,1.0,22.0, TEXAS  ,0.675000012,0.335000008,0.0,0.0,4.0,134.0,0.0,0.0,0.0,99.0,D
TX,24.0,176025.0,13.00447154,63.40093415,0.638023949,31.68130704,13.03195727,59.1358953,Frost,Jonas, ,43.0,M,4.0,653.0,1.0,24.0, TEXAS  ,-0.307999998,0.476000011,0.0,0.0,1.0,233.0,0.0,0.0,0.0,99.0,D
TX,23.0,154034.0,13.0399348,56.2840672,0.541340078,4.136096427,56.24099733,84.2322123,Bustamante,Albert,Garza,49.0,M,1.0,653.0,1.0,23.0, TEXAS  ,-0.379000008,0.690999985,0.0,1.0,1.0,269.0,0.0,0.0,0.0,99.0,D
TX,19.0,178789.0,14.52265985,59.07368512,0.463877462,5.198574435,24.9702068,82.47274933,Combest,Larry, ,39.0,M,1.0,653.0,1.0,19.0, TEXAS  ,0.462000012,0.828999996,0.0,0.0,1.0,72.0,0.0,0.0,0.0,99.0,D
TX,17.0,192827.0,11.12518485,54.00874612,0.385127651,3.196350502,11.17344305,89.47311421,Stenholm,Charles,W.,46.0,M,4.0,653.0,1.0,17.0, TEXAS  ,0.128000006,0.957000017,0.0,0.0,7.0,166.0,0.0,0.0,0.0,99.0,D
TX,18.0,185326.0,11.75943609,47.51380256,1.224932908,40.76745254,31.22130604,40.64712291,Leland,George,Thomas,40.0,M,4.0,653.0,1.0,18.0, TEXAS  ,-0.595000029,-0.188999996,1.0,0.0,25.0,399.0,1.0,0.0,0.0,99.0,D
TX,14.0,180882.0,11.49439266,51.98623473,0.375583112,11.52104518,19.99836805,80.52224841,Sweeney,David,McCann,29.0,M,1.0,653.0,1.0,14.0, TEXAS  ,0.344999999,0.43900001,0.0,0.0,4.0,57.0,0.0,0.0,0.0,99.0,D
TX,16.0,156437.0,13.52657916,58.70927082,0.789788138,3.692126776,60.26135711,72.05868407,Coleman,Ronald,D'Emory,43.0,M,2.0,653.0,1.0,16.0, TEXAS  ,-0.349000007,0.671999991,0.0,0.0,5.0,118.0,1.0,0.0,0.0,99.0,D
TX,25.0,184890.0,19.67548812,71.15028926,1.408793364,24.99543834,13.69440658,67.49815633,Andrews,Michael,Allen,40.0,M,2.0,653.0,1.0,25.0, TEXAS  ,-0.120999999,0.393999994,0.0,0.0,8.0,138.0,0.0,0.0,0.0,99.0,D
TX,26.0,185924.0,23.73228801,78.04849904,1.117501304,3.585253246,4.863592137,92.70902717,Armey,Richard,K.,44.0,M,1.0,653.0,1.0,26.0, TEXAS  ,0.703999996,0.101999998,0.0,0.0,10.0,158.0,0.0,0.0,0.0,99.0,D
TX,15.0,150349.0,9.802528237,41.99079961,0.10909222,0.413412082,71.7465539,86.40065873,de la Garza,Eligio,II,57.0,M,11.0,653.0,1.0,15.0, TEXAS  ,-0.246000007,0.774999976,0.0,1.0,24.0,147.0,6.0,5.0,20.83333333,99.0,D
TX,3.0,211319.0,40.28740927,89.6194644,1.40915925,3.019735443,3.355415675,94.14334204,Bartlett,Harry,Stephen,37.0,M,2.0,653.0,1.0,3.0, TEXAS  ,0.441000015,0.356000006,0.0,0.0,5.0,89.0,0.0,0.0,0.0,99.0,D
TX,4.0,191283.0,12.74949225,59.16523739,0.295763693,13.96330937,2.661749865,84.05987365,Hall,Ralph,M.,61.0,M,3.0,653.0,1.0,4.0, TEXAS  ,0.101000004,0.978999972,0.0,0.0,8.0,114.0,1.0,0.0,0.0,99.0,D
TX,6.0,184129.0,17.29758803,61.23775107,0.44795003,10.85585432,5.776986996,85.76552343,Barton,Joe,Linus,35.0,M,1.0,653.0,1.0,6.0, TEXAS  ,0.565999985,0.344999999,0.0,0.0,5.0,194.0,0.0,0.0,0.0,99.0,D
TX,1.0,191918.0,10.10663815,52.74528187,0.170431792,19.59035637,1.422505066,79.28646396,Hall,Sam,Blakeley,60.0,M,6.0,653.0,1.0,1.0, TEXAS  ,0.056000002,0.917999983,0.0,0.0,10.0,26.0,2.0,1.0,10.0,99.0,D
TX,1.0,191918.0,10.10663815,52.74528187,0.170431792,19.59035637,1.422505066,79.28646396,Chapman,Jim, ,39.0,M,1.0,653.0,1.0,1.0, TEXAS  ,-0.165000007,0.73299998,0.0,0.0,3.0,85.0,0.0,0.0,0.0,99.0,D
TX,10.0,194483.0,26.94653599,70.98599251,0.851588207,10.3588063,18.44006609,79.28371653,Pickle,James,Jarrell,71.0,M,12.0,653.0,1.0,10.0, TEXAS  ,-0.208000004,0.508000016,0.0,0.0,9.0,67.0,0.0,0.0,0.0,99.0,D
TX,7.0,197981.0,37.29835602,86.18578217,2.750923718,3.114142153,7.02887401,91.97424037,Archer,Bill, ,56.0,M,8.0,653.0,1.0,7.0, TEXAS  ,0.463999987,0.35800001,0.0,0.0,12.0,73.0,0.0,0.0,0.0,99.0,D
TX,8.0,171942.0,13.95957707,65.06904985,1.008493274,16.59536768,12.45169975,75.77301692,Fields,Jack,Milton,32.0,M,3.0,653.0,1.0,8.0, TEXAS  ,0.508000016,-0.054000001,0.0,0.0,10.0,132.0,1.0,1.0,10.0,99.0,D
TX,11.0,181996.0,13.49666002,59.74251757,0.843483921,14.12536695,9.333179095,79.18046381,Leath,James,Marvin,53.0,M,4.0,653.0,1.0,11.0, TEXAS  ,0.044,0.991999984,0.0,0.0,4.0,83.0,0.0,0.0,0.0,99.0,D
TX,13.0,193629.0,13.31534636,62.50885804,0.649388917,5.141502529,8.920355326,89.57251731,Boulter,Eldon,Beau,42.0,M,1.0,653.0,1.0,13.0, TEXAS  ,0.453000009,0.112000003,0.0,0.0,10.0,125.0,0.0,0.0,0.0,99.0,D
TX,27.0,160498.0,13.02554741,52.23746,0.408237632,2.774155958,61.52183853,80.29622375,Ortiz,Solomon,P.,47.0,M,2.0,653.0,1.0,27.0, TEXAS  ,-0.263999999,0.773999989,0.0,1.0,5.0,150.0,0.0,0.0,0.0,99.0,D
TX,5.0,195095.0,13.08418084,61.15172331,0.812830444,19.62385924,12.2779804,71.84113602,Bryant,John,Wiley,37.0,M,2.0,653.0,1.0,5.0, TEXAS  ,-0.31099999,0.202999994,0.0,0.0,20.0,251.0,5.0,1.0,5.0,99.0,D
TX,12.0,190718.0,12.84483244,61.6267252,0.587516878,17.24375313,10.43358509,76.15398328,Wright,James,Claude,62.0,M,16.0,653.0,1.0,12.0, TEXAS  ,-0.451000005,0.773999989,0.0,0.0,12.0,62.0,3.0,2.0,16.66666667,99.0,D
TX,9.0,186368.0,16.28003177,66.71255543,1.453237465,21.43164042,7.624142104,74.23469291,Brooks,Jack,Bascom,62.0,M,17.0,653.0,1.0,9.0, TEXAS  ,-0.407999992,0.749000013,0.0,0.0,22.0,100.0,4.0,2.0,9.090909091,99.0,D
UT,3.0,134737.0,17.58430898,78.85419228,0.540057719,0.138005582,3.479966977,95.43880205,Nielson,Howard,Curtis,60.0,M,2.0,653.0,1.0,3.0, UTAH   ,0.488999993,0.340000004,0.0,0.0,8.0,293.0,1.0,0.0,0.0,99.0,D
UT,1.0,147609.0,17.92734653,80.69678852,0.880106072,1.093975132,3.955656956,95.02723649,Hansen,James,V.,52.0,M,3.0,653.0,1.0,1.0, UTAH   ,0.518000007,0.335000008,0.0,0.0,5.0,104.0,1.0,1.0,20.0,99.0,D
UT,2.0,167178.0,23.55378164,80.3570804,1.438138196,0.761452204,4.891472693,94.53371365,Monson,David,Smith,39.0,M,1.0,653.0,1.0,2.0, UTAH   ,0.551999986,-0.330000013,0.0,0.0,4.0,211.0,1.0,1.0,25.0,99.0,D
VA,4.0,176299.0,10.29530869,51.63592364,0.566308297,39.66622726,0.963528883,59.3038497,Sisisky,Norman, ,57.0,M,2.0,653.0,1.0,4.0, VIRGINI,-0.125,0.550999999,0.0,0.0,0.0,60.0,0.0,0.0,,99.0,D
VA,5.0,181834.0,8.609893649,44.12146347,0.212731911,24.75935879,0.689008618,74.87278443,Daniel,Wilbur,Clarence,70.0,M,9.0,653.0,1.0,5.0, VIRGINI,0.147,0.994000018,0.0,0.0,4.0,167.0,1.0,0.0,0.0,99.0,D
VA,2.0,173685.0,17.50242139,71.00164547,2.463426715,22.7329101,2.09022295,73.82831258,Whitehurst,George,William,59.0,M,9.0,653.0,1.0,2.0, VIRGINI,0.238000005,0.041000001,0.0,0.0,16.0,295.0,1.0,1.0,6.25,99.0,D
VA,3.0,196499.0,21.19033304,65.35519701,0.695159002,28.29535167,0.825662629,70.66537718,Bliley,Tom, ,52.0,M,3.0,653.0,1.0,3.0, VIRGINI,0.337000012,-0.017000001,0.0,0.0,11.0,193.0,1.0,1.0,9.090909091,99.0,D
