state,district,totalHouseholds,prcntBA,prcntHS,prcntAsian,prcntBlack,prcntHisp,prcntWhiteAll,lastName,firstName,middleName,age,gender,numberTerms,daysServed,fracServed,cd,statenm,dwnom1,dwnom2,black,hispanic,numSpon,numCosp,numPassH,numEnact,passPrcnt,congNum,partyControl
AK,0.0,106181.0,14.14028316,66.65807269,3.148423239,1.514893993,1.530580164,40.67506518,Young,Don,E.,39.0,M,1.0,716.0,1.0,1.0, ALASKA ,0.115000002,0.123000003,0.0,0.0,30.0,113.0,3.0,2.0,6.666666667,93.0,D
AL,3.0,162704.0,6.874169702,36.86503393,0.072508749,27.75627704,1.018865937,60.95304924,Nichols,William,Flynt,54.0,M,4.0,716.0,1.0,3.0, ALABAMA,-0.009,0.902999997,0.0,0.0,20.0,103.0,1.0,0.0,0.0,93.0,D
AL,2.0,165462.0,8.356175697,43.11956552,0.117106618,27.59737198,0.820255615,64.94514281,Dickinson,William,Louis,47.0,M,5.0,716.0,1.0,2.0, ALABAMA,0.342999995,0.033,0.0,0.0,33.0,89.0,2.0,1.0,3.03030303,93.0,D
AL,1.0,148712.0,6.83016319,40.29752317,0.276787571,29.58185569,1.632953531,60.56237198,Edwards,William,Jackson,44.0,M,5.0,716.0,1.0,1.0, ALABAMA,0.164000005,0.109999999,0.0,0.0,50.0,73.0,0.0,0.0,0.0,93.0,D
AL,7.0,155829.0,7.359127479,38.46485657,0.055956299,34.44045548,1.064326963,56.38104947,Flowers,Walter, ,39.0,M,3.0,716.0,1.0,7.0, ALABAMA,-0.109999999,0.726000011,0.0,0.0,9.0,68.0,0.0,0.0,0.0,93.0,D
AL,5.0,153957.0,10.94925222,48.56189518,0.083418661,11.11416904,0.619677359,72.50244017,Jones,Robert,Emmett,60.0,M,14.0,716.0,1.0,5.0, ALABAMA,-0.314999998,0.86500001,0.0,0.0,12.0,42.0,2.0,0.0,0.0,93.0,D
AL,4.0,159228.0,4.100964719,32.54818143,0.028961908,8.503661757,1.062787995,91.13522578,Bevill,Tom, ,51.0,M,4.0,716.0,1.0,4.0, ALABAMA,-0.143000007,0.99000001,0.0,0.0,17.0,136.0,1.0,1.0,5.882352941,93.0,D
AL,6.0,168636.0,10.57789275,49.20053785,0.074171593,21.46026594,1.678751432,49.99629868,Buchanan,John,Hall,44.0,M,5.0,716.0,1.0,6.0, ALABAMA,0.086999997,-0.239999995,0.0,0.0,6.0,148.0,0.0,0.0,0.0,93.0,D
AR,3.0,175034.0,6.633541535,41.91612458,0.275196594,2.201222629,0.593216464,81.71990869,Hammerschmidt,John,Paul,50.0,M,4.0,716.0,1.0,3.0, ARKANSA,0.174999997,0.195999995,0.0,0.0,40.0,126.0,1.0,1.0,2.5,93.0,D
AR,4.0,162178.0,5.919240952,38.03674457,0.111715619,29.18430173,1.434402381,63.84034541,Thornton,Raymond,Hoyt,44.0,M,1.0,716.0,1.0,4.0, ARKANSA,-0.243000001,0.791000009,0.0,0.0,8.0,67.0,0.0,0.0,0.0,93.0,D
AR,1.0,155436.0,4.947861498,29.41019545,0.167781862,20.23653953,2.179444168,67.26517393,Alexander,William,Vollie,38.0,M,3.0,716.0,1.0,1.0, ARKANSA,-0.280000001,0.896000028,0.0,0.0,53.0,166.0,2.0,1.0,1.886792453,93.0,D
AR,2.0,165077.0,9.083744898,50.02084919,0.125610838,14.41751647,0.86111573,73.76349536,Mills,Wilbur,Daigh,63.0,M,18.0,716.0,1.0,2.0, ARKANSA,-0.218999997,0.847000003,0.0,0.0,68.0,91.0,11.0,10.0,14.70588235,93.0,D
AZ,2.0,155160.0,14.55681897,60.97172961,0.168145653,0.175328957,22.05602584,5.889464164,Udall,Morris,King,50.0,M,7.0,716.0,1.0,2.0, ARIZONA,-0.372000009,0.059,0.0,0.0,60.0,143.0,6.0,3.0,5.0,93.0,D
AZ,1.0,157744.0,11.94066536,56.77540372,0.178444822,0.593972309,13.98001306,9.481053939,Rhodes,John,Jacob,56.0,M,11.0,716.0,1.0,1.0, ARIZONA,0.173999995,-0.108999997,0.0,0.0,43.0,133.0,1.0,1.0,2.325581395,93.0,D
AZ,4.0,138486.0,14.0108157,59.8083106,1.920822426,0.153218956,9.082342332,11.44081674,Conlan,John,Bertrand,42.0,M,1.0,716.0,1.0,4.0, ARIZONA,0.474000007,-0.067000002,0.0,0.0,5.0,88.0,0.0,0.0,0.0,93.0,D
AZ,3.0,143238.0,9.691600554,54.72299224,0.383409767,0.187116152,14.64121245,7.954316281,Steiger,Sam, ,43.0,M,4.0,716.0,1.0,3.0, ARIZONA,0.460999995,0.209000006,0.0,0.0,28.0,107.0,1.0,1.0,3.571428571,93.0,D
CA,19.0,138529.0,5.957994369,53.13919547,0.070681298,0.012149054,31.28684127,4.08667975,Holifield,Chester,Earl,69.0,M,16.0,716.0,1.0,19.0, CALIFOR,-0.456,0.481999993,0.0,0.0,27.0,76.0,9.0,5.0,18.51851852,93.0,D
CA,27.0,143867.0,18.68895288,73.51355707,0.160039469,0.144802039,8.988979499,10.4290916,Goldwater,Barry,Morris,34.0,M,3.0,716.0,1.0,27.0, CALIFOR,0.293000013,-0.077,0.0,0.0,45.0,147.0,0.0,0.0,0.0,93.0,D
CA,2.0,166852.0,9.46516228,60.03772444,0.543422254,0.289569173,3.29820575,28.75823854,Johnson,Harold,Terry,65.0,M,8.0,716.0,1.0,2.0, CALIFOR,-0.423000008,0.624000013,0.0,0.0,39.0,150.0,6.0,4.0,10.25641026,93.0,D
CA,21.0,172546.0,3.88665703,40.35416527,0.248447258,5.419807033,19.73746483,4.257030842,Hawkins,Augustus,Freeman,65.0,M,6.0,716.0,1.0,21.0, CALIFOR,-0.536000013,-0.230000004,1.0,0.0,40.0,323.0,2.0,1.0,2.5,93.0,D
CA,20.0,191116.0,18.30780803,69.80102971,0.395681355,1.119901966,7.863880179,15.62374712,Moorhead,Carlos,John,50.0,M,1.0,716.0,1.0,20.0, CALIFOR,0.312999994,-0.108999997,0.0,0.0,8.0,70.0,1.0,0.0,0.0,93.0,D
CA,29.0,172184.0,8.843193025,52.37359138,0.295247576,0.037628771,33.68867959,4.485439645,Danielson,George,Elmore,57.0,M,2.0,716.0,1.0,29.0, CALIFOR,-0.418000013,0.293000013,0.0,0.0,55.0,233.0,7.0,6.0,10.90909091,93.0,D
CA,32.0,191633.0,15.69951661,68.87066348,0.323414293,0.257733342,4.131413064,24.19468392,Hosmer,Craig, ,57.0,M,11.0,716.0,1.0,32.0, CALIFOR,0.305999994,-0.419,0.0,0.0,46.0,183.0,2.0,1.0,2.173913043,93.0,D
CA,31.0,162759.0,9.292685276,63.84933948,0.610927206,2.513450104,8.384076454,11.70866142,Wilson,Charles,Herbert,55.0,M,6.0,716.0,1.0,31.0, CALIFOR,-0.333000004,0.419999987,0.0,0.0,68.0,340.0,1.0,1.0,1.470588235,93.0,D
CA,23.0,157978.0,11.43063602,64.81892001,0.213307619,0.046645402,7.411534825,15.10513567,Clawson,Delwin,Morgan,58.0,M,6.0,716.0,1.0,23.0, CALIFOR,0.479000002,0.046999998,0.0,0.0,11.0,41.0,1.0,1.0,9.090909091,93.0,D
CA,33.0,167993.0,14.57540688,65.71999333,0.193774792,0.503574073,6.892640231,16.63199203,Pettis,Jerry,Lyle,56.0,M,4.0,716.0,1.0,33.0, CALIFOR,0.147,-0.115000002,0.0,0.0,53.0,158.0,2.0,1.0,1.886792453,93.0,D
CA,34.0,135840.0,7.493166887,61.20874107,0.146243041,0.135991807,11.72465766,8.871900063,Hanna,Richard,Thomas,58.0,M,6.0,716.0,1.0,34.0, CALIFOR,-0.338,0.071999997,0.0,0.0,21.0,98.0,0.0,0.0,0.0,93.0,D
CA,30.0,209103.0,8.805806725,46.96489121,0.323970809,0.178345783,45.7412634,4.007311952,Roybal,Edward,Ross,56.0,M,6.0,716.0,1.0,30.0, CALIFOR,-0.609000027,-0.104999997,0.0,1.0,214.0,496.0,1.0,1.0,0.46728972,93.0,D
CA,28.0,204967.0,27.28931593,76.70197373,0.520954901,0.278449063,6.71118067,19.5665602,Bell,Alphonzo, ,58.0,M,7.0,716.0,1.0,28.0, CALIFOR,0.155000001,-0.351000011,0.0,0.0,40.0,218.0,0.0,0.0,0.0,93.0,D
CA,25.0,131373.0,12.71563483,67.83564512,0.083923421,0.079225667,12.03385182,7.363958014,Wiggins,Charles,Edward,45.0,M,4.0,716.0,1.0,25.0, CALIFOR,0.277999997,-0.384000003,0.0,0.0,21.0,37.0,0.0,0.0,0.0,93.0,D
CA,3.0,167466.0,13.83245065,65.82530894,0.866286423,1.373514688,6.8885721,17.10349424,Moss,John,Emerson,57.0,M,11.0,716.0,1.0,3.0, CALIFOR,-0.611999989,0.280000001,0.0,0.0,42.0,306.0,5.0,0.0,0.0,93.0,D
CA,35.0,164223.0,7.519607802,54.00140189,0.342099614,0.779901743,16.89543439,6.859050412,Anderson,Glenn,Malcolm,59.0,M,3.0,716.0,1.0,35.0, CALIFOR,-0.284999996,-0.119000003,0.0,0.0,87.0,206.0,0.0,0.0,0.0,93.0,D
CA,15.0,159368.0,7.678270301,49.87055759,0.459433085,0.490988806,12.00769231,11.55587653,McFall,John,Joseph,54.0,M,9.0,716.0,1.0,15.0, CALIFOR,-0.460000008,0.633000016,0.0,0.0,42.0,88.0,4.0,4.0,9.523809524,93.0,D
CA,36.0,156687.0,10.61463249,55.31603032,0.181025176,0.595459545,13.64610558,10.62308343,Ketchum,William,Matthew,51.0,M,1.0,716.0,1.0,36.0, CALIFOR,0.30399999,0.210999995,0.0,0.0,33.0,210.0,0.0,0.0,0.0,93.0,D
CA,26.0,227947.0,18.86561488,70.80505926,0.64833328,3.439662187,3.852641115,30.47780239,Rees,Thomas,Mankell,47.0,M,5.0,716.0,1.0,26.0, CALIFOR,-0.354000002,-0.277999997,0.0,0.0,39.0,317.0,3.0,2.0,5.128205128,93.0,D
CA,13.0,155223.0,15.34101291,68.80636346,0.130095147,0.118837755,12.37093012,9.918397053,Lagomarsino,Robert,John,46.0,M,1.0,716.0,1.0,13.0, CALIFOR,0.248999998,-0.259000003,0.0,0.0,8.0,49.0,0.0,0.0,0.0,93.0,D
CA,18.0,150991.0,8.037502715,48.90194753,0.211481452,0.180713809,15.8829084,9.025427756,Mathias,Robert,Bruce,42.0,M,4.0,716.0,1.0,18.0, CALIFOR,0.100000001,-0.101999998,0.0,0.0,21.0,58.0,3.0,2.0,9.523809524,93.0,D
CA,17.0,168379.0,24.01994859,72.69314085,0.342125985,0.183840179,10.24802097,9.128270135,McCloskey,Paul,Norton,45.0,M,4.0,716.0,1.0,17.0, CALIFOR,-0.034000002,-0.662999988,0.0,0.0,14.0,209.0,0.0,0.0,0.0,93.0,D
CA,11.0,163233.0,13.52143783,69.04433012,0.48027051,0.732296858,8.120838036,12.37413418,Ryan,Leo,Joseph,47.0,M,1.0,716.0,1.0,11.0, CALIFOR,-0.305000007,-0.092,0.0,0.0,4.0,90.0,0.0,0.0,0.0,93.0,D
CA,1.0,168080.0,10.42485665,60.14535566,0.520165124,0.167681793,3.168227135,23.10110942,Clausen,Donald,Holst,49.0,M,6.0,716.0,1.0,1.0, CALIFOR,0.128000006,-0.016000001,0.0,0.0,37.0,114.0,0.0,0.0,0.0,93.0,D
CA,12.0,188589.0,13.61507701,61.70276015,0.357013148,0.322831038,13.29204877,9.453144506,Talcott,Burt,Lacklen,52.0,M,6.0,716.0,1.0,12.0, CALIFOR,0.182999998,-0.207000002,0.0,0.0,86.0,141.0,1.0,0.0,0.0,93.0,D
CA,10.0,140196.0,23.32630469,77.03182134,0.351846773,0.063939758,5.982740439,13.34212579,Gubser,Charles,Samuel,56.0,M,11.0,716.0,1.0,10.0, CALIFOR,0.178000003,-0.134000003,0.0,0.0,42.0,68.0,1.0,1.0,2.380952381,93.0,D
CA,14.0,151964.0,14.28817525,65.65149111,0.365644279,0.883078158,5.973913081,16.10697531,Waldie,Jerome,Russell,47.0,M,5.0,716.0,1.0,14.0, CALIFOR,-0.660000026,-0.386999995,0.0,0.0,129.0,354.0,7.0,4.0,3.100775194,93.0,D
CA,24.0,161413.0,13.76225915,67.56880941,0.167667397,0.33550419,6.641069642,15.16741161,Rousselot,John,Harbin,45.0,M,4.0,716.0,1.0,24.0, CALIFOR,0.547999978,0.098999999,0.0,0.0,19.0,78.0,2.0,2.0,10.52631579,93.0,D
CA,13.0,155223.0,15.34101291,68.80636346,0.130095147,0.118837755,12.37093012,9.918397053,Teague,Charles,McKevett,63.0,M,10.0,716.0,1.0,13.0, CALIFOR,0.200000003,-0.338999987,0.0,0.0,14.0,49.0,3.0,1.0,7.142857143,93.0,D
CA,16.0,155819.0,9.785451125,52.54644691,0.189668435,0.397348476,21.25090804,7.3006539,Sisk,Bernice,Frederic,62.0,M,10.0,716.0,1.0,16.0, CALIFOR,-0.317999989,0.657999992,0.0,0.0,51.0,135.0,4.0,2.0,3.921568627,93.0,D
CA,22.0,161238.0,9.068027157,62.69515824,0.14475826,0.351883883,13.30930763,9.169609994,Corman,James,Charles,52.0,M,7.0,716.0,1.0,22.0, CALIFOR,-0.549000025,0.241999999,0.0,0.0,63.0,314.0,1.0,1.0,1.587301587,93.0,D
CA,37.0,178919.0,10.87931467,59.89723086,1.013527121,9.949397841,7.542831234,8.578624139,Burke,Yvonne,Brathwaite,40.0,F,1.0,716.0,1.0,37.0, CALIFOR,-0.57099998,-0.119000003,1.0,0.0,19.0,283.0,0.0,0.0,0.0,93.0,D
CA,38.0,148158.0,5.420666044,48.36152912,0.06303834,0.537384838,19.67670262,6.740844999,Brown,George,E.,52.0,M,5.0,716.0,1.0,38.0, CALIFOR,-0.513000011,0.004,0.0,0.0,50.0,522.0,1.0,1.0,2.0,93.0,D
CA,39.0,160661.0,18.80951509,74.32734468,0.170268764,0.064590042,7.493650633,14.12537156,Hinshaw,Andrew,Jackson,49.0,M,1.0,716.0,1.0,39.0, CALIFOR,0.226999998,-0.081,0.0,0.0,7.0,96.0,0.0,0.0,0.0,93.0,D
CA,4.0,163299.0,11.65068599,61.63131983,0.48509052,0.782656987,7.77183188,14.61872734,Leggett,Robert,Louis,46.0,M,6.0,716.0,1.0,4.0, CALIFOR,-0.435000002,0.222000003,0.0,0.0,43.0,270.0,2.0,0.0,0.0,93.0,D
CA,40.0,204793.0,20.83824139,73.5192866,0.439664165,0.328617089,5.041012351,23.17902074,Wilson,Robert,Carlton,56.0,M,11.0,716.0,1.0,40.0, CALIFOR,0.179000005,-0.273000002,0.0,0.0,79.0,149.0,1.0,0.0,0.0,93.0,D
CA,41.0,182790.0,7.551494502,55.7202593,0.331052631,0.959774599,14.12030003,7.6513531,Van Deerlin,Lionel, ,58.0,M,6.0,716.0,1.0,41.0, CALIFOR,-0.386999995,0.045000002,0.0,0.0,15.0,90.0,1.0,1.0,6.666666667,93.0,D
CA,42.0,181434.0,16.63128327,70.07054904,0.183242122,0.216250261,6.852753566,16.27445726,Burgener,Clair,Walter,51.0,M,1.0,716.0,1.0,42.0, CALIFOR,0.199000001,-0.035999998,0.0,0.0,11.0,143.0,1.0,1.0,9.090909091,93.0,D
CA,43.0,164440.0,10.8175989,57.83648022,0.13758827,0.27558942,17.20597165,7.213631924,Veysey,Victor,Vincent,57.0,M,2.0,716.0,1.0,43.0, CALIFOR,0.202999994,-0.109999999,0.0,0.0,51.0,178.0,0.0,0.0,0.0,93.0,D
CA,5.0,229980.0,13.91680283,55.37618951,1.758388489,1.951615602,12.59096356,7.294849437,Burton,Phillip, ,46.0,M,6.0,716.0,1.0,5.0, CALIFOR,-0.647000015,-0.244000003,0.0,0.0,94.0,315.0,8.0,7.0,7.446808511,93.0,D
CA,6.0,193491.0,23.38402328,74.92604635,1.453268043,0.973245334,3.84612048,19.28781965,Mailliard,William,Somers,55.0,M,11.0,716.0,1.0,6.0, CALIFOR,0.075000003,-0.52700001,0.0,0.0,21.0,94.0,2.0,0.0,0.0,93.0,D
CA,6.0,193491.0,23.38402328,74.92604635,1.453268043,0.973245334,3.84612048,19.28781965,Burton,John,Lowell,40.0,M,1.0,716.0,1.0,6.0, CALIFOR,-0.479999989,-0.898999989,0.0,0.0,8.0,13.0,0.0,0.0,0.0,93.0,D
CA,7.0,215366.0,23.7626831,66.21333432,1.712638885,7.344595548,4.904560316,19.54811094,Dellums,Ronald,Vernie,37.0,M,2.0,716.0,1.0,7.0, CALIFOR,-0.657000005,-0.713999987,1.0,0.0,118.0,316.0,0.0,0.0,0.0,93.0,D
CA,8.0,162452.0,10.77813248,63.4481245,0.437940959,1.937409829,7.843755807,12.9372176,Stark,Fortney,H.,41.0,M,1.0,716.0,1.0,8.0, CALIFOR,-0.55400002,-0.602999985,0.0,0.0,28.0,391.0,2.0,1.0,3.571428571,93.0,D
CA,9.0,154259.0,9.004218342,56.6915463,0.232166102,0.163593208,17.67060258,6.495801658,Edwards,William,Donlon,57.0,M,6.0,716.0,1.0,9.0, CALIFOR,-0.626999974,-0.356000006,0.0,0.0,29.0,412.0,0.0,0.0,0.0,93.0,D
CO,1.0,185790.0,17.41652014,64.335866,0.169505704,1.513118075,10.48947567,12.76315293,Schroeder,Patricia,Scott,32.0,F,1.0,716.0,1.0,1.0, COLORAD,-0.160999998,-0.847000003,0.0,0.0,27.0,254.0,0.0,0.0,0.0,93.0,D
CO,2.0,150022.0,19.17233403,69.95171724,0.120588369,0.070098956,7.322957039,17.90896218,Brotzman,Donald,Glenn,50.0,M,5.0,716.0,1.0,2.0, COLORAD,0.092,-0.340999991,0.0,0.0,65.0,81.0,1.0,1.0,1.538461538,93.0,D
CO,3.0,154781.0,8.715057236,53.88407435,0.087086477,0.20675906,19.07027545,9.039369174,Evans,Frank,Edward,49.0,M,5.0,716.0,1.0,3.0, COLORAD,-0.319999993,0.152999997,0.0,0.0,22.0,61.0,1.0,1.0,4.545454545,93.0,D
CO,5.0,146665.0,16.25794649,69.39354087,0.133872741,0.281233237,6.158401586,16.61641286,Armstrong,William,Lester,35.0,M,1.0,716.0,1.0,5.0, COLORAD,0.391000003,-0.301999986,0.0,0.0,11.0,33.0,1.0,1.0,9.090909091,93.0,D
CO,4.0,154442.0,12.80569162,62.03860901,0.114898168,0.037902571,8.015854343,16.80819648,Johnson,James,Paul,42.0,M,1.0,716.0,1.0,4.0, COLORAD,0.097999997,-0.303000003,0.0,0.0,14.0,53.0,0.0,0.0,0.0,93.0,D
CT,5.0,157912.0,13.61385172,56.07290827,0.08921633,1.694927636,1.816289213,44.32919273,Sarasin,Ronald,Arthur,38.0,M,1.0,716.0,1.0,5.0, CONNECT,0.052000001,-0.559000015,0.0,0.0,33.0,160.0,0.0,0.0,0.0,93.0,D
CT,4.0,173908.0,17.21473013,57.19086091,0.071341544,2.497501305,4.335273841,22.52288377,McKinney,Stewart,Brett,41.0,M,2.0,716.0,1.0,4.0, CONNECT,-0.025,-0.620999992,0.0,0.0,50.0,196.0,0.0,0.0,0.0,93.0,D
CT,3.0,173512.0,13.32174183,56.84993957,0.142770952,5.010403334,1.554345696,51.73450918,Giaimo,Robert,Nicholas,53.0,M,8.0,716.0,1.0,3.0, CONNECT,-0.305000007,0.140000001,0.0,0.0,13.0,50.0,0.0,0.0,0.0,93.0,D
CT,6.0,160293.0,12.33783045,55.59251215,0.086737062,0.829262419,1.415705745,58.119793,Grasso,Ella,Tambussi,53.0,F,2.0,716.0,1.0,6.0, CONNECT,-0.289999992,-0.096000001,0.0,0.0,71.0,321.0,0.0,0.0,0.0,93.0,D
CT,2.0,176115.0,11.68160201,53.68811377,0.279752433,1.485426009,0.953524579,63.46337645,Steele,Robert,Hampton,34.0,M,3.0,716.0,1.0,2.0, CONNECT,-0.061999999,-0.426999986,0.0,0.0,112.0,219.0,1.0,0.0,0.0,93.0,D
CT,1.0,177747.0,13.61989958,56.75236515,0.098892946,4.54934017,2.944097757,39.85685665,Cotter,William,Ross,46.0,M,2.0,716.0,1.0,1.0, CONNECT,-0.312000006,0.100000001,0.0,0.0,10.0,117.0,0.0,0.0,0.0,93.0,D
DC,0.0,324215.0,17.78343509,55.15434309,0.470493636,44.65453108,1.997065472,17.51708281,Fauntroy,Walter,Edward,39.0,M,2.0,716.0,1.0,,,,,1.0,0.0,33.0,175.0,2.0,2.0,6.060606061,93.0,D
DE,0.0,183651.0,13.09347762,54.60498617,0.241310971,9.903488259,1.546604294,59.02215938,du Pont,Pierre,Samuel IV,37.0,M,2.0,716.0,1.0,1.0, DELAWAR,0.090000004,-0.683000028,0.0,0.0,30.0,65.0,0.0,0.0,0.0,93.0,D
FL,3.0,161686.0,7.734334835,48.23764171,0.304017983,16.53301489,1.59680771,46.74445069,Bennett,Charles,Edward,62.0,M,13.0,716.0,1.0,3.0, FLORIDA,-0.068000004,0.356999993,0.0,0.0,88.0,139.0,1.0,1.0,1.136363636,93.0,D
FL,4.0,164067.0,10.07751643,54.36257932,0.132063074,11.26523851,1.002043904,61.5591515,Chappell,William,Venroe,50.0,M,3.0,716.0,1.0,4.0, FLORIDA,-0.008,0.915000021,0.0,0.0,47.0,105.0,3.0,3.0,6.382978723,93.0,D
FL,1.0,153292.0,9.502891008,52.11977161,0.414288503,9.343741746,1.073886009,55.16884482,Sikes,Robert,Lee Fulton,66.0,M,17.0,716.0,1.0,1.0, FLORIDA,-0.072999999,0.875,0.0,0.0,50.0,131.0,4.0,4.0,8.0,93.0,D
FL,2.0,158483.0,13.04511194,46.00031312,0.141907922,23.4148072,1.364239903,60.02058404,Fuqua,Don, ,39.0,M,6.0,716.0,1.0,2.0, FLORIDA,-0.119000003,0.707000017,0.0,0.0,81.0,189.0,0.0,0.0,0.0,93.0,D
FL,10.0,167318.0,9.874816322,52.14267548,0.144679955,6.631253209,1.8483023,41.33477624,Bafalis,Louis,Arthur,43.0,M,1.0,716.0,1.0,10.0, FLORIDA,0.256999999,-0.088,0.0,0.0,10.0,149.0,0.0,0.0,0.0,93.0,D
FL,12.0,168784.0,9.908076676,56.12233362,0.142568451,5.479501767,2.069515046,41.32991999,Burke,J.,Herbert,59.0,M,4.0,716.0,1.0,12.0, FLORIDA,0.182999998,-0.007,0.0,0.0,62.0,112.0,0.0,0.0,0.0,93.0,D
FL,13.0,157494.0,7.886698972,50.81269277,0.029319958,2.374054252,12.03466301,10.59778508,Lehman,William, ,59.0,M,1.0,716.0,1.0,13.0, FLORIDA,-0.407999992,0.032000002,0.0,0.0,72.0,356.0,0.0,0.0,0.0,93.0,D
FL,14.0,177896.0,9.624373789,46.61795575,0.018278358,1.007822226,39.76048407,5.612763583,Pepper,Claude,Denson,72.0,M,6.0,716.0,1.0,14.0, FLORIDA,-0.409000009,0.453000009,0.0,0.0,112.0,383.0,1.0,0.0,0.0,93.0,D
FL,15.0,172975.0,14.476415,59.05389476,0.04480408,1.321761361,11.11842556,10.99036699,Fascell,Dante,Bruno,55.0,M,10.0,716.0,1.0,15.0, FLORIDA,-0.372999996,0.284000009,0.0,0.0,44.0,216.0,2.0,1.0,2.272727273,93.0,D
FL,5.0,164365.0,7.958300165,47.73344383,0.093070085,11.24143685,2.136147384,59.00099596,Gunter,William,Dawson,38.0,M,1.0,716.0,1.0,5.0, FLORIDA,-0.111000001,0.300000012,0.0,0.0,48.0,239.0,0.0,0.0,0.0,93.0,D
FL,7.0,162148.0,8.900997994,50.30648656,0.045850028,3.006564913,8.041605936,19.32551492,Gibbons,Sam,Melville,52.0,M,6.0,716.0,1.0,7.0, FLORIDA,-0.179000005,0.166999996,0.0,0.0,27.0,134.0,1.0,1.0,3.703703704,93.0,D
FL,8.0,168089.0,10.03047815,50.63304967,0.078266664,7.362237157,1.312597393,45.63158025,Haley,James,Andrew,74.0,M,11.0,716.0,1.0,8.0, FLORIDA,0.072999999,0.617999971,0.0,0.0,21.0,95.0,2.0,1.0,4.761904762,93.0,D
FL,9.0,158179.0,14.23792175,65.99067898,0.144538769,4.360767852,1.642221746,47.28214471,Frey,Louis, ,38.0,M,3.0,716.0,1.0,9.0, FLORIDA,0.203999996,-0.097000003,0.0,0.0,100.0,207.0,4.0,2.0,2.0,93.0,D
FL,11.0,173319.0,11.2622504,55.17411811,0.059630764,6.965717588,3.26049937,32.71653311,Rogers,Paul,Grant,51.0,M,10.0,716.0,1.0,11.0, FLORIDA,-0.108000003,0.229000002,0.0,0.0,119.0,179.0,21.0,4.0,3.361344538,93.0,D
FL,6.0,193099.0,9.996813388,53.03974431,0.134698129,6.355170427,1.283209792,75.74288472,Young,C.,W. Bill,42.0,M,2.0,716.0,1.0,6.0, FLORIDA,0.209000006,0.008,0.0,0.0,61.0,139.0,2.0,2.0,3.278688525,93.0,D
GA,7.0,145384.0,6.77136179,38.29615054,0.09111478,6.879063984,0.865908128,86.79895636,Davis,John,William,56.0,M,7.0,716.0,1.0,7.0, GEORGIA,-0.129999995,0.772000015,0.0,0.0,51.0,181.0,0.0,0.0,0.0,93.0,D
GA,8.0,143413.0,6.442934188,32.64917906,0.025740578,27.6882816,1.308019917,61.60890312,Stuckey,Williamson,Sylvester,37.0,M,4.0,716.0,1.0,8.0, GEORGIA,-0.071999997,0.630999982,0.0,0.0,17.0,77.0,3.0,3.0,17.64705882,93.0,D
GA,4.0,147575.0,17.6638308,60.45921683,0.088246053,8.898833443,1.061270695,52.28398408,Blackburn,Benjamin,Bentley,45.0,M,4.0,716.0,1.0,4.0, GEORGIA,0.356000006,0.096000001,0.0,0.0,31.0,135.0,2.0,2.0,6.451612903,93.0,D
GA,9.0,144444.0,5.24235104,30.57646487,0.050358044,6.039830914,1.141177525,89.4457063,Landrum,Phillip,Mitchell,65.0,M,11.0,716.0,1.0,9.0, GEORGIA,-0.046999998,0.949000001,0.0,0.0,9.0,24.0,0.0,0.0,0.0,93.0,D
GA,6.0,142907.0,6.822698073,39.8732334,0.077704531,14.8820189,0.741975823,61.84707546,Flynt,John,James,58.0,M,11.0,716.0,1.0,6.0, GEORGIA,0.086999997,1.016000032,0.0,0.0,33.0,56.0,1.0,1.0,3.03030303,93.0,D
GA,10.0,162225.0,9.8521224,38.54572179,0.211770273,29.08542555,0.708505758,59.23239527,Stephens,Robert,Grier,59.0,M,7.0,716.0,1.0,10.0, GEORGIA,-0.141000003,0.874000013,0.0,0.0,32.0,94.0,5.0,1.0,3.125,93.0,D
GA,2.0,145053.0,6.501425369,33.41805758,0.09401367,33.59758976,0.805733522,57.61471056,Mathis,Marvin,Dawson,32.0,M,2.0,716.0,1.0,2.0, GEORGIA,0.003,1.100000024,0.0,0.0,53.0,120.0,0.0,0.0,0.0,93.0,D
GA,3.0,159087.0,8.411080357,41.88708117,0.147205559,25.04262332,1.317420114,53.0183089,Brinkley,Jack,Thomas,42.0,M,4.0,716.0,1.0,3.0, GEORGIA,-0.035,0.731000006,0.0,0.0,42.0,90.0,0.0,0.0,0.0,93.0,D
GA,1.0,150013.0,7.494882215,38.57740841,0.172632128,28.54072777,0.462579489,56.21531528,Ginn,Ronald,Bryan,38.0,M,1.0,716.0,1.0,1.0, GEORGIA,-0.131999999,0.911000013,0.0,0.0,26.0,105.0,4.0,1.0,3.846153846,93.0,D
GA,5.0,178400.0,16.48527093,51.21081652,0.102327184,25.79075611,1.452053783,32.41226204,Young,Andrew,Jackson,40.0,M,1.0,716.0,1.0,5.0, GEORGIA,-0.601000011,-0.067000002,1.0,0.0,13.0,158.0,1.0,1.0,7.692307692,93.0,D
GU,0.0,,,,,,,,Won Pat,Antonio,Borja,64.0,M,1.0,716.0,1.0,,,,,0.0,0.0,19.0,489.0,4.0,3.0,15.78947368,93.0,D
HI,2.0,120179.0,10.78342635,57.2955835,15.57659216,0.345601288,3.186167526,13.97898208,Mink,Patsy,Takemoto,45.0,F,5.0,716.0,1.0,2.0, HAWAII ,-0.493000001,-0.044,0.0,0.0,105.0,268.0,3.0,2.0,1.904761905,93.0,D
